11,11,11,11,11,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,10,10,10,10,11,11,11,11,11,11,11,22,22,22,12,22,22,22,22,22,11,11,11,11,10,10,10,10,11,11,11,11,11,11,11,11,11,11
11,11,11,11,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,10,10,10,10,11,11,11,11,12,11,11,22,22,22,22,22,22,22,22,22,22,11,11,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11
11,11,11,11,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,22,22,22,22,22,22,22,22,22,22,11,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11
11,11,11,11,10,10,10,10,10,10,10,10,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,3,20,22,22,22,11,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11
11,11,11,11,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,12,11,11,11,14,14,14,11,11,11,11,11,11,11,11,11,11,5,1,2,22,22,22,11,11,10,10,10,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,4,18,22,22,22,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,14,14,14,14,22,22,22,22,22,11,11,11,22,22,11,11,22,22,22,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,22,22,22,22,22,22,22,22,22,11,11,11,11,11,11,22,22,22,22,22,22,22,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,10,10,10,10,11,11,12,11,11,11,11,11,11,11,11,11,11,11,22,22,22,22,22,22,22,22,22,22,22,22,11,11,11,11,22,22,22,22,22,22,22,22,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,3,3,3,3,3,3,3,3,3,3,3,20,11,11,11,22,22,22,22,22,22,22,22,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,1,1,1,1,1,1,1,1,1,1,1,2,11,11,11,11,22,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,1,1,1,1,1,1,1,1,1,1,1,2,11,11,11,11,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,10,10,10,10,11,15,11,11,15,11,11,11,10,10,10,11,11,11,5,1,1,1,1,1,1,1,1,1,1,1,2,11,11,11,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,10,10,10,10,11,11,11,11,11,11,11,10,10,10,10,10,10,11,5,1,1,1,1,1,1,1,1,1,1,1,2,11,11,11,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,10,10,10,10,10,10,11,5,1,1,1,1,1,1,1,1,1,1,1,2,11,11,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,11,11,11,5,1,1,1,1,1,1,1,1,1,1,1,2,11,11,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,11,10,10,10,10,11,11,11,11,21,4,4,4,4,4,4,4,4,4,4,4,16,11,11,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11

